FEN,Score
rnbqkbr1/p1pppppp/5n2/1p6/4P2P/6PN/PPPP1PR1/RNBQKB2 b Qq - 0 6,+84
5R2/8/7k/P1b2P2/2B5/8/6Kp/8 w - - 13 152,+1281
3q2k1/2b5/7p/5p2/1n4P1/3PP1P1/P1P1KPR1/1R5B w - - 5 54,+724
rq3r2/p2k1p1p/1pp1p1p1/B2p4/2bP2P1/1P5P/P3PPB1/RN1QKR2 b Q - 5 22,-786
4b3/1N5k/8/P4PKP/8/4P3/4P3/8 w - - 11 141,+1327
8/7k/8/6K1/P7/8/8/8 w - - 17 273,+13
1rb4k/2nR4/pp3q2/1P1p1p1p/P2P1b1P/2P4P/4PP2/R1BK1B2 b - - 2 51,+577
8/r7/5PkP/8/4K3/8/8/8 w - - 3 175,-453
8/5k2/7K/P7/4BP1p/1P5P/8/8 w - - 5 156,+8
2k5/1R6/8/8/7P/3p4/5P2/1K2R3 w - - 2 103,+3
8/1k1Np3/8/3b3P/p2P1K2/P1P3B1/R1P5/8 b - - 7 88,-1224
1n5k/8/3p2pB/r2P3p/1K1RP2P/5P2/1P6/1N6 b - - 3 89,-955
5K2/2N4k/1P6/3P4/8/2P5/8/8 w - - 7 224,+8
8/8/2K4k/4P3/8/8/8/8 b - - 13 200,-12
7b/2p1pp2/2kr1npr/7p/P1bP1N2/5P1P/1P2P1P1/R1BK1B1R b - - 0 40,-157
8/pR2p1k1/8/P4r2/2P3P1/8/1P1PP3/1NB1KBN1 w - - 1 63,+1327
8/p1kp2p1/1pp1pp2/4q1N1/1n2PPP1/1P4n1/1BPPBN2/R2KR2r b - - 12 52,+1320
8/4K3/8/1pk5/2p5/6r1/8/8 w - - 18 180,-7
3k3r/p2p1B2/1p4pp/3r4/2K3nq/b3P3/PPPP1PPP/RNB4R w - - 7 25,-653
1B4k1/8/8/8/3PK3/8/8/8 b - - 10 161,-15
8/pk6/7B/7p/3PPn2/P6P/P1PR1P2/2K4R w - - 10 84,+12
6K1/7P/P4k2/8/8/8/8/8 w - - 3 179,+6
r1q1kbr1/1ppppppp/8/n7/8/5PnP/PPPPP1P1/1RBQKBNR w Kq - 0 8,-20
8/K7/1P6/4R3/P7/1P3k2/8/8 b - - 8 159,-7
n2k4/pr2N2p/1ppp4/8/4b2R/2P4r/1P1PPPPP/2B1KBR1 b - - 4 27,-128
4B3/8/8/2k5/8/1P1K4/8/8 w - - 1 173,+1059
8/7k/8/8/2P5/8/R7/5K2 w - - 9 339,+6
1r6/pp2p3/5k1p/bpPp3P/5Pb1/BR1PP3/P2P2PK/7R b - - 8 54,-448
8/6k1/1p6/7p/PP1PB2P/B3K2P/4PP2/3R4 w - - 13 99,+6
5K2/8/P7/8/6k1/8/8/8 b - - 22 253,-13
1q6/4p2p/3n2p1/1p5k/n1P4P/PP2P2P/3P1PB1/1RBK3R b - - 2 34,-15
5br1/p2kp1pp/1p1r1p2/4P3/3P1B1P/nP2N1P1/K1n3R1/1R6 b - - 0 85,+866
8/6pp/p1k5/2pR4/2P4r/P1b3P1/1P2PP1q/2RK4 w - - 27 57,-635
3R4/7K/2PP4/1P6/8/8/7k/8 w - - 3 237,+4
8/8/8/5Bk1/2PP4/8/8/4K3 w - - 14 188,+1327
8/8/P1k4K/8/7P/1P6/8/8 b - - 1 197,-23
1k2B1r1/8/q5p1/8/8/R1P1PPPP/PP1R4/2B1K3 w - - 3 74,+1327
3B4/8/7k/1PP4P/n3P3/3P4/8/5K2 b - - 10 102,-1152
8/5K2/P7/8/6k1/8/8/8 b - - 28 334,-11
6K1/8/P6k/8/8/8/8/8 w - - 17 329,+10
3B4/8/4K3/3P3k/8/8/1N6/8 b - - 40 216,-8
2b1kbn1/2qpppr1/p1B4p/1r2n3/6PP/2P5/PP1PPP2/RNBQKR2 w Q - 3 13,-33
5k2/8/8/8/P4K2/8/8/8 w - - 16 313,+11
k5K1/3n2Q1/8/8/8/8/8/8 w - - 9 204,+6
7R/4p3/2p3k1/8/q2b4/1PN1PRPr/3PB2P/7K w - - 6 93,+1214
2b5/1np2k2/p1p2P1p/5N2/P7/1PPK4/3P2P1/R1B1R3 w - - 2 48,+1215
k7/8/2K5/3P4/8/8/8/8 w - - 19 241,+5
7k/8/PP6/8/6K1/2p5/2P5/3R4 b - - 60 181,-4
4k1q1/1p2bp2/7p/3p2pP/8/1P1R4/2PP1KP1/R4B2 b - - 11 61,-72
6K1/8/8/8/2k5/7r/p7/8 b - - 5 185,+4
3k2q1/1P6/8/P1P5/3P1P2/4P3/8/K4n2 b - - 0 125,+6
8/1K4k1/2B5/8/1P1P4/P1P5/8/8 b - - 6 163,-1327
1k1rbb2/1p2pr1p/p2p1pp1/1P3n2/2q4N/P3P1PP/RQPP1PR1/1N1BK3 w - - 11 24,+170
3k4/8/8/7P/1P1N2K1/4P3/P4P2/5R2 w - - 11 130,+7
1r6/4k3/8/pPK5/P7/4BRP1/8/1R6 b - - 5 108,-1307
rnbqkbnr/ppp1ppp1/7p/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,+51
n7/6B1/pk6/2p2r1p/1Pp5/3P2P1/4PPP1/4KB1R b - - 3 52,-756
7k/5K2/P7/5P2/4P3/4P3/8/8 w - - 23 168,+5
7k/8/P7/4KP2/4P3/4P3/8/8 w - - 39 176,+5
r4r2/ppppkppN/4p2n/1B6/P1n2PPP/8/1P1PP2K/R1B5 b - - 0 39,+181
k2q4/5r2/7R/8/8/2P1PPPP/PP1R4/1BB1K3 b - - 10 87,-1118
4k3/p7/b1n4B/2pK4/8/P2P1P2/1PP5/1R5B w - - 1 104,+1320
8/2p1p2q/7b/5k2/2B1R3/1P2P1Pr/3PR2P/1N5K w - - 6 74,+922
2r5/1pp5/1P1p2p1/3P4/2K2b1k/7b/8/8 w - - 35 85,-1327
8/8/8/p4K2/kP6/8/2P4r/3Q4 b - - 5 134,-1042
8/8/2P3k1/3K4/4PP2/8/8/8 w - - 17 160,+6
8/8/8/4k3/1p4B1/1K6/8/8 b - - 7 166,0
rqb4r/pp2kppp/2p5/7P/1P1R4/3P4/P1PP1PP1/R2QKB2 b Q - 5 25,-205
rnbqkb1r/pppppp1p/6pn/8/8/1P1PB3/P1P1PPPP/RN1QKBNR b KQkq - 0 3,+94
8/5k2/8/8/4Rp2/5P1p/5P2/7K b - - 2 110,-1320
3K4/p7/P6P/7b/2P5/8/4k3/8 w - - 5 126,+1320
6k1/6N1/1pB5/2P2qpp/3pP3/P5K1/1P4P1/1R2N3 w - - 2 74,+1327
4Q3/7k/8/2P2P2/4PB1p/7P/5K2/8 b - - 2 169,-2
7K/8/2B5/1P6/8/6k1/8/8 b - - 10 201,-16
5k2/7K/2P1P3/8/7p/7P/8/8 b - - 1 199,-10
3k3R/8/8/p7/P5P1/1PKP4/8/8 b - - 8 124,-1327
1r5k/2B2p1p/3n4/1pn5/4b1B1/N1P3P1/PPR1PP1P/4K2R b K - 8 41,-1204
8/8/6k1/p7/P5n1/N1K1P3/3N4/8 w - - 36 191,+997
5k2/1P6/8/6R1/P1K3P1/8/8/4B3 b - - 14 201,-4
4qk2/1p6/5pp1/2P1p2p/1N2PR2/P2P2K1/1PN3P1/1R3B2 w - - 9 53,+1294
2r2k2/pp2pp2/2P5/5bPr/3P2n1/2P5/PB2P1PP/2KR1BR1 w - - 3 36,+487
5B1k/8/8/2K4N/7P/8/8/8 w - - 19 208,+7
8/6k1/K2P4/8/8/8/8/7B b - - 5 183,-10
8/pp1B2kp/3r4/2n5/2P5/8/PPP1KPPP/5RR1 w - - 9 62,+1174
6K1/3k4/1p6/3P4/4P3/P1PR2P1/5P2/8 w - - 5 114,+8
8/8/3k4/P5K1/2R5/8/8/8 w - - 53 243,+8
8/4kp2/p2p4/8/3PP3/5K1N/b7/BR6 w - - 2 83,+1044
r1bqkbr1/ppppBp1p/2n5/3n2p1/7P/1P3N2/P1PPPPP1/RN1QKB1R b KQq - 0 6,+331
8/4R3/8/6k1/8/2K5/8/8 b - - 70 291,-13
5rr1/1pp1pkp1/p6p/n5n1/4PN2/4K2P/PPPP1PP1/R1B3NR b - - 3 16,-700
8/4k3/r2n4/1P1P4/6P1/P1K4P/2P2P2/2R2B2 b - - 2 73,-1194
r1b1k2r/ppnp1ppp/2pb4/q2N3n/7P/1P6/P1PPPPPR/R1BQKB2 w Q - 5 12,-457
5Bk1/8/8/5K2/p7/8/8/8 w - - 4 159,0
4r3/5ppp/2N2k1q/3p4/2r1P1P1/2PR1P2/1P4KP/2B5 w - - 5 68,+119
1r6/1p4p1/7b/1K1p2k1/P1P5/6P1/1P1R1P1P/8 b - - 6 87,-18
6k1/8/2R5/4P3/p6b/1P6/P3P3/5K2 b - - 12 129,-1212
6r1/3pp2k/1b6/p6p/PBn3PP/4P3/1PP2P2/1R2K2R w - - 1 60,+779
3k4/p6p/3K3P/3P4/2p2Pb1/2PN1n2/P6P/8 b - - 6 116,+1183
1q2rbr1/pn2pppp/1p2k3/2n4b/1B1P4/NP2PNP1/P1PK1P1P/R6R b - - 17 32,+1248
r1bqkbnr/pppppppp/8/2n5/8/5P1N/PPPPP1PP/RNBQKB1R w KQkq - 3 3,+105
4b3/4B3/n2r2pq/p6k/2pPP3/P1P5/1P3PPP/1R5K b - - 18 89,+616
8/1k1pp3/8/P3B3/7K/8/1PPb1PPP/4R3 w - - 1 67,+1190
rnb2bB1/pp1pp1pr/2p3p1/5pk1/q7/2NPn1P1/PPP1PP1P/R2Q1RK1 b - - 3 19,+609
5k2/7K/8/4b2B/6PP/8/8/8 b - - 4 200,0
r1bq1b2/pppQpkpr/7p/n5n1/4P3/2N1K2P/PPPP1PP1/R1B3NR w - - 1 11,+742
4nrk1/1b1B1p2/p6p/1Pp1PPr1/P1P5/3P2P1/5R2/R1BK4 b - - 0 66,-694
8/k7/8/8/K7/1PN5/8/8 b - - 66 238,-1120
r1bq1k1r/pppp1pp1/2n1p2p/3BN2n/8/b1N1P3/PPPP1PPP/R1BQK2R b KQ - 15 10,-70
r4b1r/1b3npp/ppkp4/2n1p3/7P/P5P1/1P1PPP2/RNB1K1R1 w - - 1 27,-975
8/4nk2/p7/3P3P/3K4/B7/7n/1r1b4 w - - 3 125,-1084
8/4k3/8/5K2/8/8/8/2R5 w - - 3 289,+7
r1br4/ppp1qpp1/3kp2p/8/2K1n3/PP1n3P/2PNPPP1/RN3B1R w - - 4 30,-704
8/7k/2K5/8/1p6/1P6/8/5N2 b - - 13 201,-1152
6K1/rpp5/8/pk4n1/5P2/2P5/RP1P3P/2B2R2 w - - 5 63,+1314
5q2/p1pBp1kr/5r2/3P2N1/4K1P1/2P1P1P1/PP6/R6R w - - 31 65,+609
8/2K5/6p1/6Pp/5k1P/8/8/8 b - - 3 167,+1327
1nrk1br1/ppp2ppp/8/3q4/8/2N2NKb/PPP1P2P/R4B1R w - - 2 22,-216
2r1kb1r/pppn1ppp/8/3NN3/8/6Kb/PPP1P2P/4RB1R w - - 5 25,+559
2k5/8/1K1P4/8/P5P1/8/8/8 w - - 3 154,+10
3k4/rbpp2br/7p/p3p1NP/6P1/P4P1B/P1PP3R/2B2K2 b - - 2 35,+459
8/8/P1k3K1/8/7P/1P6/8/8 w - - 0 197,+13
r1b1Q1nN/pp3ppp/3b1k2/2pnp3/4P3/B2P1N2/PPP2PPP/R3KB1R w KQ - 3 25,+1
8/3K4/6n1/3P4/6k1/8/8/8 b - - 38 227,0
7n/3p4/3k2p1/7P/P5n1/P2KPP2/RBPP4/8 w - - 4 57,+1248
8/2q4k/7P/P7/7K/8/8/8 b - - 2 151,+8
8/2P2k2/p4p2/P2q1p2/3p1K2/8/8/8 w - - 1 129,-1201
6k1/8/1b3K2/4P3/P7/8/P3P3/8 b - - 0 155,-490
k7/1r3B2/8/pP2b2r/5PP1/PR4K1/4b2P/8 b - - 0 74,+886
rnbqkbr1/pppppppp/7n/8/8/5PPP/PPPPP3/RNBQKBNR b KQq - 0 3,+76
rr6/pp1qbppp/3pbk2/3P4/2n4P/5KPB/PPP1PP1R/R1B5 w - - 5 33,-766
5n1k/p2p3r/1pr3pp/5P2/4P1Pq/K6P/PPPP4/R1B1R3 w - - 3 39,-827
rn2kbnr/ppp2ppp/8/4p3/2B5/P6N/1PPP1P1P/RNBbK2q w Qkq - 0 7,-1327
8/4k3/7K/5R2/1p1R4/1pP5/8/8 b - - 9 131,-3
8/1K6/8/P1R5/6k1/8/8/8 w - - 3 152,+9
7k/5K2/N7/8/5P2/2P5/8/8 b - - 28 245,-1327
4k3/8/6n1/3RN3/1p1p2P1/1P1P4/1P5K/6B1 b - - 16 103,-1177
4k1K1/6P1/8/p7/P2P4/8/3R4/8 b - - 1 141,-6
8/8/3N1k2/3P4/P1P4p/4P2P/5P1K/2R5 w - - 1 116,+8
rnbq1b2/1ppppkr1/p5pn/5p1p/5PP1/4P2N/PPPPK2P/RNBQ1B1R w - - 0 10,+116
5R1K/4k3/p7/1p6/2B1P3/8/6P1/4N2R b - - 15 151,-1327
8/1K6/3R4/8/1p4k1/1P6/1P6/8 b - - 8 213,-1327
8/5R2/8/8/1p6/3Pk3/8/K6B b - - 1 141,-858
rn1qkb1r/ppp1pp1p/3p2pn/8/6b1/1P1P1P1P/P1P1P1P1/RN1QKBNR b KQkq - 0 5,+817
7Q/p3ppk1/8/5q2/1n2PPPr/1P1P4/P1PN1N2/b3K3 b - - 4 48,+558
7k/2Nppp2/4r3/K3n3/3P3b/pr3P2/2P2P1P/7Q w - - 4 69,+178
8/4k3/5N2/1K6/3B3P/8/8/8 w - - 29 213,+13
2q2r1k/p1p1pb2/5p1n/1p6/1PPP3P/6P1/P1K1PR2/1RBN4 w - - 0 45,-364
4r3/5ppp/2r1k3/3p3q/4P1P1/N1P2P2/1P3K1P/2BR4 b - - 24 77,+1064
1n3r2/2p3p1/3pkp2/p3NN2/1P2PPPb/5R1P/P1PP3K/2R2B2 b - - 5 56,-1193
6K1/8/4R3/1P6/k7/4PP2/2P5/8 w - - 12 208,+7
8/8/1P3kB1/q5pp/8/P1R5/1P4P1/4N1K1 b - - 11 102,+36
8/1K6/8/7k/8/8/8/6r1 w - - 21 266,-383
1k2K3/pq6/8/1P3B2/P5r1/4P3/3R4/5r2 w - - 18 154,-150
8/3r4/8/8/2K3k1/8/8/8 b - - 66 288,+18
7k/p1p4B/3pbp1n/8/4P3/P1P3P1/RP1P1P1R/1NB1K3 w - - 3 43,+1314
5k2/p3pp2/2p3P1/5b2/3r2n1/2P1P3/PB2B1Pr/2KR2R1 b - - 0 40,+29
5k2/5b2/P7/5K2/8/8/8/8 b - - 1 173,0
5k2/8/1p6/1P6/P1KP1P1P/1R5P/4P3/8 w - - 7 129,+8
rnbqkbnr/ppppp3/6p1/5p1p/5PP1/N7/PPPPP2P/R1BQKBNR w KQkq - 0 5,+74
r1bk4/ppbpp2B/7p/1p6/2n4P/1Pr1PP2/P1PP2PR/R1B3K1 w - - 5 42,+634
8/p1p1p1k1/n5r1/B3r3/7b/1P4PP/P1b1P1K1/2RNR3 w - - 13 79,-433
3r4/BNpp1p1k/p5p1/n3q3/1P6/P1P3P1/2QPP3/1R2KB2 w - - 1 45,+1274
3B4/6k1/2P5/1P5P/n3P3/3P4/6K1/8 w - - 3 105,+1327
r3r2q/pppb1pp1/2k1p2N/8/1P6/P1N2PKP/2P1P1P1/2R2B1R b - - 0 43,+662
1r2kQr1/pppp1ppp/4p2n/1q6/B1n2PPP/8/PP1PP2K/R1B3N1 b - - 15 34,+542
8/4b1kB/3p2P1/p7/b1P4r/1P1P1PK1/R4P2/1R4N1 b - - 2 70,-977
3Kn1k1/4P3/8/p7/P7/8/8/8 w - - 1 253,+9
1k6/8/1r6/B4P2/P7/2NP2KP/1PP4R/8 b - - 2 129,-1320
8/7k/1R6/8/1P3K2/8/P7/8 b - - 18 137,-7
3k4/4n2K/p7/8/8/8/4p3/8 w - - 0 151,-5
8/2k5/5R2/7P/3P4/P5P1/8/6K1 b - - 19 154,-9
r4bnr/ppp2kp1/2b1pp2/3P3p/1P6/2P4N/P3PPPP/RN1K1B1R b - - 0 13,+113
1k6/8/1p6/1P4p1/8/6K1/8/8 w - - 2 177,-1043
1nb2b2/rpppkp1r/p4p1p/4P3/7P/P4P2/P1PPKNP1/1RB2B1R b - - 0 22,-7
B4b1k/p3p1p1/r2pp3/8/1p3p1P/n2P2P1/PPP1PB1K/R2R4 w - - 0 50,+951
8/1k6/5P2/7p/5P1P/8/8/1Kb5 w - - 2 155,+17
6k1/8/1P6/4p3/4P2P/8/6K1/8 b - - 14 135,-9
7N/8/2P2k2/8/8/8/6K1/8 b - - 13 191,-1203
r1bqkb2/ppppp1rp/2n3p1/5n2/3P1N2/N1P1P3/PP3PPP/R1B1KB1R b KQq - 0 9,+991
4R3/8/2k5/8/P3P3/8/1r3P2/6K1 w - - 11 131,+900
4k1q1/8/p4p2/P1p2p1P/2P5/3PK3/8/8 w - - 3 108,-1273
1kR5/p2b4/8/8/2K5/PPP5/8/2B5 b - - 13 146,-16
1rbqkb2/ppppp1B1/3np1p1/3P4/4Q1P1/2P5/PP1NPP1r/R3KBR1 b - - 4 18,+818
8/2K5/6k1/8/1p6/1P6/8/5N2 b - - 11 200,-1109
2b1kbr1/r1q1pp1n/np4p1/p7/5P2/4P3/PPPPK1PP/R1BQ2R1 w - - 0 16,-1223
3k1b2/4p1p1/3BPp1r/pp4Rp/3P2PP/1P1r4/1K5R/8 w - - 14 115,+291
3q4/4k3/p4p2/2p2p2/P1P5/3P4/2K4P/8 w - - 0 96,-1281
4Nb2/4p1pp/nr1B2kn/pp3b2/3q3P/1PP5/P2PPPP1/R2K1B1R b - - 0 22,+674
1r6/8/6kp/1P6/R1PP4/4P3/P4P1P/3NK3 w - - 1 95,+1320
rnbqkbnr/pp1ppppp/2p5/8/8/3P2P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2,-3
8/1k6/8/3K3P/7B/8/8/8 w - - 55 183,+6
8/4K3/1P5k/8/8/2P2P2/8/8 b - - 10 220,-12
k7/4Q1b1/8/1p6/5PPN/7B/P1PP4/R2K4 w - - 8 91,+2
4k3/8/P4P2/8/8/4K3/8/8 b - - 18 184,-8
3q4/3p4/3n1p2/2P4k/K2P4/8/8/B4N2 b - - 3 101,+1267
r2qkbnr/ppp1pp1p/4P3/4P1p1/8/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 6,-1172
2k4N/6p1/pP1p4/4p1PP/1r5n/1P1P4/5Kn1/1bB5 w - - 0 76,-842
8/6K1/3k4/8/n7/p7/P7/1n6 w - - 34 165,-13
8/k2K4/6R1/8/P4P1B/P3P3/8/8 w - - 49 114,+2
8/7k/N7/8/6P1/2P2b2/PB2P3/R3K3 b - - 2 50,-1234
6B1/4k2K/8/b7/6P1/8/8/8 w - - 18 226,0
5k2/3K4/P7/R7/2P2NP1/3PP3/7P/8 w - - 39 154,+4
8/7k/2K5/1p6/8/8/8/8 w - - 0 152,0
4K3/8/p1p5/P1k5/8/5p2/8/8 w - - 6 153,-11
1rbk4/pp2p3/2p2p1B/3p3Q/n7/3P1PPN/PP2P2P/RN2KB1R b - - 1 29,-1327
r1b3Qr/ppppkpp1/B1n5/4p3/1P2P1P1/4b2P/P1PP1P2/RNB1K1NR b KQ - 0 17,-706
8/6k1/5R2/K7/2P4P/P7/4Pb2/8 w - - 11 105,+9
4k3/8/1p5B/p7/3PP3/P2K4/1P5P/1R6 w - - 3 68,+1327
8/k7/2Bp1Pq1/8/2PP4/3b4/7K/8 b - - 12 126,+1161
1k6/8/1p6/1P4K1/8/8/8/8 w - - 1 181,+1056
8/8/5K2/1B6/2Pk4/pP1P1P2/R4P2/5RN1 w - - 19 129,+4
4N3/8/1k6/5P1p/7P/1K6/8/8 b - - 16 168,-1327
8/8/k1Bp1Pq1/8/2PP4/3b4/7K/8 w - - 13 127,-1027
4R3/1K1k4/8/6PP/1P6/2P5/5P2/8 b - - 0 204,-11
3k4/p1Np2p1/1pp1pp2/5n2/1n2PPP1/1P1q4/2PP4/R1BKR2N w - - 4 63,+1042
2rq4/pbpp1p1p/4r3/3n1k2/4N3/P1P1PPP1/1P2B2P/R1B2K1R b - - 0 24,+470
6k1/8/3P4/P1P5/4PP1p/7P/3K4/8 b - - 8 148,-7
1n4k1/p1p1p3/2N2b2/8/3r2r1/1P4P1/P1bBP1KP/2RN2R1 b - - 7 67,+220
8/5K2/PP1k4/4P2P/8/2p5/2P5/8 b - - 0 139,-8
8/1k6/4P3/Pp6/2p5/8/r5p1/4K3 b - - 3 153,+1
8/p4k1p/7P/3P3b/1K3P2/2P5/P5nP/8 w - - 7 133,-644
r1bqkbn1/pppppp1r/2n4p/6N1/6P1/8/PPPPPPBP/RNBQK2R b KQq - 2 5,+303
8/8/k7/7p/8/3p4/7K/8 w - - 4 165,-10
7k/3pp3/1b6/p6p/P1n2PPP/6BR/1PP2P2/1R2K3 b - - 2 64,-1048
8/5PK1/8/1PPP4/7k/8/8/8 b - - 8 225,-6
8/6k1/P7/3K4/8/2p5/2P4B/8 w - - 79 236,+7
1k6/8/7P/3R4/P7/8/6K1/8 w - - 51 227,+4
1rB1k1r1/p1ppnppp/3b4/4p3/4P2q/3P1PP1/PPP1R2P/RNBQ3K w - - 9 17,+1163
8/3B4/8/2k5/Kp6/8/8/8 b - - 11 168,0
6qr/B6p/r1p1kNp1/3p4/8/2P2PP1/PP2P1RP/3RKB2 w - - 6 43,+1164
3K3k/2n5/4N3/p3N1P1/P7/4P3/8/8 w - - 13 162,+7
4K3/2k5/8/7Q/7p/7P/8/8 w - - 13 233,+5
2b5/1pppkp2/1rQ1pN2/p1b5/1n1n2P1/4P3/PPPP1PBP/RNB1K2R w KQ - 9 21,+1327
4K3/8/3r4/6p1/8/7k/1b6/8 b - - 24 203,+7
1kB3q1/8/3p4/3P4/8/1b6/8/7K b - - 9 138,+2
8/3k4/8/4K3/1P2q3/8/8/8 w - - 4 202,+1
4k3/8/3p2b1/8/P3PR2/7P/3P4/6K1 b - - 0 104,-1181
2r2qnk/N1ppprb1/p1n2p2/1p4pp/2P5/P5P1/1P1PPPRP/R1BQKBN1 b Q - 3 19,-98
7R/2N5/2p2P1p/pn5k/P7/1PP1K3/3P2P1/RbB5 w - - 17 67,+1327
3B4/8/8/pP6/P2k4/6P1/6R1/R1K5 b - - 30 135,-16
8/8/R6P/8/8/P2k2P1/8/6K1 b - - 5 180,-6
2k5/8/6K1/b2r4/P5R1/4PP2/1PP5/8 w - - 5 151,+477
8/p7/2k5/4P2n/3P3B/P6P/P1P1RP2/1KR5 b - - 0 100,-1320
3k4/8/8/6K1/p7/8/8/8 b - - 13 194,+17
8/1P5q/5k2/6pp/1P5N/P7/6P1/1B5K b - - 0 118,+687
3R3k/2p5/8/6P1/1P6/P3P2P/2P5/6RK b - - 2 96,-6
5R2/8/8/P4Pk1/3b4/3B4/6Kp/8 b - - 10 150,-1017
1K4R1/8/8/8/1p6/1P6/1P6/3k4 b - - 22 220,-1320
8/K7/7k/1p6/8/8/8/8 b - - 3 153,+13
7r/1k2p3/1p6/1PPpR3/N4P2/3P4/1n2PKP1/2B2B2 b - - 4 68,-1187
7k/5K2/1B6/3P4/8/8/8/3N4 b - - 28 210,-5
rnbk1br1/p2ppppp/1pq1Q3/2p4n/P7/2P4P/1P1PPPPR/RNB1KBN1 w Q - 7 9,+116
4N3/7k/8/p3P3/P4N1n/3K4/8/8 b - - 46 224,-1131
r1b3Qr/ppppkpp1/B1n5/4p3/1P2P1P1/4b3/P1PP1P1P/RNB1K1NR w KQ - 3 17,+1320
6k1/4p3/8/p2p3p/P5Rn/4P3/1PP5/R2K4 b - - 1 80,-832
2B5/2k1r2p/7p/7R/8/1P2P3/1PP2PPP/2N2K1R b - - 14 55,-1320
6k1/1r2p3/6p1/p3b3/1p5P/3P4/P1P1P3/5KR1 w - - 0 107,-276
1K5k/8/8/8/4P3/8/8/8 w - - 8 254,+17
8/1pp3r1/1p1p2p1/2PP1k2/5b2/K7/8/5b2 w - - 1 66,-10
8/6K1/P6P/1P6/8/7k/8/8 w - - 3 191,+8
6k1/1ppn1ppr/p1Q5/3q3p/8/1bP5/PP1PPPPP/R1B1KB1R b K - 6 23,+209
1rb5/pR2pkqp/2p4n/P3br2/6P1/2P3P1/1P1PPPB1/1NB1K1NR b - - 0 24,+685
8/1K1P4/6k1/8/1p6/1P6/1P6/8 w - - 23 207,+1327
1k2B3/8/1P5r/p7/6P1/P2b4/6KP/5r2 w - - 3 93,-1022
8/8/2k5/8/5p1p/3p1P2/4RPK1/8 b - - 5 96,+11
8/6K1/8/2P5/8/3k4/8/8 w - - 0 313,+11
rnbqkr2/pppppp1p/5Pp1/8/2BQ4/2N1B3/PPP2PPP/R3K1NR b KQq - 0 8,-1168
7k/p1prpp2/n7/4bb2/3PN1r1/5KPq/PPP1P2P/1R2B1NR w - - 3 49,+229
4k3/2P5/8/5K2/p1P5/P7/8/8 b - - 12 187,-1321
2R5/8/8/3p4/1k1P2b1/4P3/P4K2/8 b - - 45 127,+720
1rb5/ppkp2pp/4r3/n1p2p2/3q1PPb/1PP5/P3P2P/RNK2BNR w - - 2 28,-285
b2N3r/2ppk1rq/5b2/8/1P2PnP1/P7/R1PP3P/2B3K1 b - - 0 44,+3
r2qkbr1/p1ppppp1/b6p/Np1n4/1n3P2/3P4/P1PKP1PP/R1BQ1BNR b q - 0 9,+527
3k4/p7/1p4Pp/1r5r/2P5/1P6/P1P2P1b/2K5 w - - 0 76,-944
8/p2k4/5B2/4P2n/3P3p/P6P/P1P1RP2/1KR5 b - - 11 99,-1296
r1bqkbnr/ppppp2p/n4pp1/5Q2/8/4P3/PPPP1PPP/RNB1K1NR b KQkq - 1 4,+1314
5rR1/3pnp1p/1pb4k/pP2q3/P2P1P1B/4R2P/2P1P3/4K3 b - - 3 51,+1128
7k/2b5/8/p2B4/b1P5/1P1P1P2/1R3PK1/3R2N1 b - - 2 92,-1314
2q3n1/p1p1b1pr/1p1k2np/5p2/8/6P1/PPPP1PBP/RNBK2R1 w - - 5 21,-342
8/8/1K1k4/6PP/1P6/2P2P2/8/8 w - - 3 207,+12
3R1B2/pr5p/1pb2q2/2P5/2kP1rP1/K1P2P1n/P6P/R6N b - - 10 63,+1327
8/1k6/1p4P1/2R5/6P1/P7/1P5K/8 w - - 5 138,+7
8/5P1K/8/3B3k/8/8/8/8 w - - 13 218,+5
3k4/8/8/2PP4/P3P2p/7P/5P2/6K1 w - - 1 141,+14
5r2/2p1Bp2/2k5/4b2p/P1br2n1/5P1P/RP2P2R/4KB2 b - - 4 54,+2
rnbq1k1r/pppp1pp1/4pn1p/3B4/8/b1N1PN2/PPPP1PPP/R1BQK2R w KQ - 10 8,+112
8/p7/B1p1p3/kp5P/3p4/3P1P2/P7/5RK1 w - - 0 94,+1261
6k1/1P6/8/8/3P3K/8/8/8 b - - 0 155,-8
8/2k5/p4B2/7b/1KP5/PP6/8/8 w - - 4 163,+18
7r/p1p3p1/1p4Bp/1k1n4/1P6/2P2Rb1/P2P3P/RNBK4 w - - 3 43,+1212
2bq3r/1p1k3p/4p1p1/p1p5/1np2NB1/4P3/PPPP1PPP/1RBK2R1 w - - 0 35,-74
8/4R3/2k5/4P3/P7/8/4rP2/5K2 w - - 3 135,+11
rnbqkb1r/pp1ppp1p/2p4n/6p1/4N3/3P4/PPP1PPPP/R1BQKBNR w KQkq - 0 4,+195
8/7k/1B1n4/5p2/P4P2/8/4K3/8 b - - 9 145,-861
7K/8/8/3k4/7p/7P/8/8 b - - 35 257,+1135
6Q1/4K3/7R/5k2/8/8/8/8 w - - 73 299,+2
8/1p6/p2n4/2k1Np2/7P/4PPP1/PPPKR3/1R3b2 b - - 0 83,-1161
